Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus marginatus	Enderlein, 1903	Epipsocus marginata; 
Psocodea	Psocomorpha	Epipsocetae				Epipsocidae		Epipsocus								Epipsocus meruleus	New, 1980	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Palmicola								Palmicola aphrodite	Mockford, 1955	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Palmicola								Palmicola pumilis	Mockford, 1996	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Palmicola								Palmicola robinae	Mockford, 1955	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Palmicola								Palmicola solitarius	Mockford, 1955	Palmicola solitaria Mockford, 1955; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Palmicola								Palmicola vinai	Badonnel, 1977	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Cyrtopsochus								Cyrtopsochus canariensis	(Meinander, 1973)	Cyrtopsochus canariensis; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Cyrtopsochus								Cyrtopsochus gibbosus	(Lienhard, 1988)	Cyrtopsochus gibbosus; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Cyrtopsochus								Cyrtopsochus irroratus	Costa, 1885	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Cyrtopsochus								Cyrtopsochus nasutus	(Enderlein, 1907)	Cyrtopsochus dromedarius (Ball, 1937); Cyrtopsochus dromedarius; Cyrtopsochus nasutus; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Cyrtopsochus								Cyrtopsochus pustulatus	(Badonnel, 1975)	Cyrtopsochus meridionalis (Badonnel, 1975); Cyrtopsochus pustulatus; Cyrtopsochus meridionalis; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Cyrtopsochus								Cyrtopsochus irroratus	Costa, 1885 non Badonnel, 1975	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Cyrtopsochus								Cyrtopsochus truncatus	Lienhard, 1996	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Hexacyrtoma								Hexacyrtoma capense	Schulze, 1908	Hexacyrtoma capensis; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Idatenopsocus								Idatenopsocus orientalis	(Vishnyakova, 1986)	Idatenopsocus orientalis; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocidus								Mesopsocidus alienatus	(Smithers, 1957)	Mesopsocidus alienatus; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocopsis								Mesopsocopsis occidentalis	Smithers, 1998	Mesopsocopsis occidentale; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocopsis								Mesopsocopsis reticulata	(Smithers, 1984)	Mesopsocopsis reticulatus; Mesopsocopsis reticulata; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocopsis								Mesopsocopsis setosa	Smithers, 1998	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus boops	(Hagen, 1859)	Mesopsocus boops; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus acutilobus	Broadhead & Richards, 1982	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus alatus	Broadhead & Richards, 1982	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus angolanus	(Badonnel, 1977)	Mesopsocus angolana; Mesopsocus angolanus; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus apterus	Kaplin, 1990	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus atlasicus	Badonnel, 1945	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus badhysi	Kaplin, 1990	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus balachowskyi	Badonnel, 1984	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus blancae	Baz, 1988	Mesopsocus andalusicus Baz, 1989; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus broadheadi	Badonnel, 1982	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus carthaginensis	Lienhard, 1988	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus clarki	Badonnel, 1982	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus difficilis	Broadhead & Richards, 1982	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus diopsis	Enderlein, 1902	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus dislobus	Yoshizawa, 1998	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus duboscqui	Badonnel, 1938	Mesopsocus unipunctatus Badonnel, 1931; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus enderleini	Badonnel, 1982	
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus fenestristigma	(Badonnel, 1977)	Mesopsocus fenestristigma; 
Psocodea	Psocomorpha	Homilopsocidea				Mesopsocidae		Mesopsocus								Mesopsocus fuscifrons	Meinander, 1966	
